"species","latitud","longitd","site_nm","precisn","rcrdng_","smplng_","isltn_p","substrt","dss_sym","id_mthd","country","year","prmss_t","host","habitat","nrsry_E","nursery","forest","agrcltr","grdn_mn","pnt_f_n","refernc","contact","athrshp","folder"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Strong test line in one min.
Leaf spots and leaf tip necrosis.
Plant on south side of Main Drive.
20 m from stream.
12 m east of junction of main Drive with Nichols Steps.
Pk confirmed on site last year.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"Hello, weak +ve LFT in 4 mins. Dieback of leaves with darkening and stem blackening near ground level. Site sample 315. In Ghyll area, approx. 10m from stream which had +ve water bait previously. Site has PR and PK history. Thanks     Phytophthora ramoru","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"Hello, strong +ve LFT in 2 mins. Dieback of leaves with darkening and stem blackening near ground level. Site sample 316. In Ghyll area,near triangle of paths. Site has PR and PK history. Thanks     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"POSITIVE LFD TEST. TEST LINE VISIBLE IN 3 MINS.
TIP & STEM CANKERS.
LOCATION TOP OF BRAMBLE PATH BY POST 73. 
PR & PK HISTORY AT THIS SITE.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"POSITIVE LFD TEST. FAINT TEST LINE AT 7 MINS.
STEM TIP CANKERS.
LOCATION TOP PATH. 67m WEST OF POST 73. N SIDE OF PATH.
PR & PK HISTORY AT THIS SITE.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"POSITIVE LFD TEST. TEST LINE VISIBLE IN 2 MINS.
STEM TIP CANKERS & WILTS. SYMPTOMS UP TO 2m HIGH ON PLANT.
LOCATION TOP PATH. 11m WEST OF POST 73. 
PR & PK HISTORY AT THIS SITE.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD TEST POSITIVE. TEST LINE VISIBLE AT ONCE.
CANKERS TIP WILT. SYMPTOMS ON SEVERAL STEMS FROM TOP TO BOTTOM OF 3m HIGH RHODO. THESE ARE THE BEST SOD SYMPTOMS I HAVE EVER SEEN AT THIS SITE.
SMALL RHODO AT BASE OF LARGE OLD OAK. OAK & RHODO ARE TOUCHING.L","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD TEST POSITIVE. TEST LINE VISIBLE IN 1 MIN.
STEM TIP WILT IN RHODO REGROWTH. RHODOS WITH PR WERE DESTROYED LAST YEAR.LOCATION 34m EAST ALONG BUTTERFLY FLIGHT PATH. PR & PK HISTORY AT THIS SITE.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive. Test line visible in 1 minute.
Stem tip canker and wilt. Small dense patch of rhodos on top path 10m west of Muncaster direction sign 30m west of sample 320.
Site has history of Pr/pk.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in one minute.
Stem tip cankers.
Stem tissue tested.
Large rhodo on east side of CCW footbridge.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in 2 minutes.
Old stem tip cankers on 2 stems.
Small plant at base of large oak.
On Riverside Drive. 100m west of post at
bottom of Ghyll path.
     Phytophthora ramorum:  DNA for P.ramorum detected but we were unable","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Stem tip dieback.
Plants on top path, 40m west of post 73.
South side of path.
Pr and Pk both prsent on site in past.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Stem tip dieback.Leaf midrib staining.
Plant on Riverside drive. 43 m east of path
junction 8 to 9.
Pr and Pk both found on site in past.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in 2 min.
Plants by large oak on Riverside Drive.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in 2 min.
Rhodos on South path of Vole Maze.
Opposite large beech.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in 1 min.
Large rhodo on Main Drive,
West side. 15 m north of footbridge with pair of Welliintonia.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Faint test line in 6 mins.
Mature rhodos on north side of Vole maze field.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test postive.
Large viburnum with stem dying and stem tip wilt
and leaf spotting.
Plant on Owl sanctuary side of stableyard corner.
Near supect camellia.
Pr and Pk both found on site in past.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Viburnum bodnantense",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive  just about.
Faint test line at 9 mins.
Soft leaf spots and stem canker.
Plants on path to Intake by overgrown gate.
Similar symptoms in these plants last year
when lab result was negative. 
Pk confirmed on this site last year.
     Ph","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in 3 mins.
Soft fresh leaf spots and stem canker.
Path on E side of Enchaneted Wood.
Plant 34 m from post at beginning of Intake Path to sample
/306  and 24 m from post marking way to viewpoint.
Pk confirmed on site l","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Rhododendron",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"Location Ghyll 1.
One bait.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden",NA,NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"Location Ghyll 2.
One bait.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden",NA,NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"Location Hurst Wood West 1.
One bait.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden",NA,NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive
Test line visible in 4 mins.
Stem tip canker.  Leaf spots. Symptoms in one stem only.
Small plant drooping into stream.
Small rhodo on Main Drive. North side of main Drive.
Very close to stream. 17 m west of Main Drive junction with
pat","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Strong test line in one min.
Leaf spots and leaf tip necrosis.
Plant on south side of Main Drive.
20 m from stream.
12 m east of junction of main Drive with Nichols Steps.
Pk confirmed on site last year.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"Hello, weak +ve LFT in 4 mins. Dieback of leaves with darkening and stem blackening near ground level. Site sample 315. In Ghyll area, approx. 10m from stream which had +ve water bait previously. Site has PR and PK history. Thanks     Phytophthora ramoru","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"Hello, strong +ve LFT in 2 mins. Dieback of leaves with darkening and stem blackening near ground level. Site sample 316. In Ghyll area,near triangle of paths. Site has PR and PK history. Thanks     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"POSITIVE LFD TEST. TEST LINE VISIBLE IN 3 MINS.
TIP & STEM CANKERS.
LOCATION TOP OF BRAMBLE PATH BY POST 73. 
PR & PK HISTORY AT THIS SITE.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"POSITIVE LFD TEST. FAINT TEST LINE AT 7 MINS.
STEM TIP CANKERS.
LOCATION TOP PATH. 67m WEST OF POST 73. N SIDE OF PATH.
PR & PK HISTORY AT THIS SITE.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"POSITIVE LFD TEST. TEST LINE VISIBLE IN 2 MINS.
STEM TIP CANKERS & WILTS. SYMPTOMS UP TO 2m HIGH ON PLANT.
LOCATION TOP PATH. 11m WEST OF POST 73. 
PR & PK HISTORY AT THIS SITE.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD TEST POSITIVE. TEST LINE VISIBLE AT ONCE.
CANKERS TIP WILT. SYMPTOMS ON SEVERAL STEMS FROM TOP TO BOTTOM OF 3m HIGH RHODO. THESE ARE THE BEST SOD SYMPTOMS I HAVE EVER SEEN AT THIS SITE.
SMALL RHODO AT BASE OF LARGE OLD OAK. OAK & RHODO ARE TOUCHING.L","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD TEST POSITIVE. TEST LINE VISIBLE IN 1 MIN.
STEM TIP WILT IN RHODO REGROWTH. RHODOS WITH PR WERE DESTROYED LAST YEAR.LOCATION 34m EAST ALONG BUTTERFLY FLIGHT PATH. PR & PK HISTORY AT THIS SITE.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive. Test line visible in 1 minute.
Stem tip canker and wilt. Small dense patch of rhodos on top path 10m west of Muncaster direction sign 30m west of sample 320.
Site has history of Pr/pk.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in one minute.
Stem tip cankers.
Stem tissue tested.
Large rhodo on east side of CCW footbridge.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in 2 minutes.
Old stem tip cankers on 2 stems.
Small plant at base of large oak.
On Riverside Drive. 100m west of post at
bottom of Ghyll path.
     Phytophthora ramorum:  DNA for P.ramorum detected but we were unable","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Stem tip dieback.
Plants on top path, 40m west of post 73.
South side of path.
Pr and Pk both prsent on site in past.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Stem tip dieback.Leaf midrib staining.
Plant on Riverside drive. 43 m east of path
junction 8 to 9.
Pr and Pk both found on site in past.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in 2 min.
Plants by large oak on Riverside Drive.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in 2 min.
Rhodos on South path of Vole Maze.
Opposite large beech.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in 1 min.
Large rhodo on Main Drive,
West side. 15 m north of footbridge with pair of Welliintonia.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Faint test line in 6 mins.
Mature rhodos on north side of Vole maze field.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test postive.
Large viburnum with stem dying and stem tip wilt
and leaf spotting.
Plant on Owl sanctuary side of stableyard corner.
Near supect camellia.
Pr and Pk both found on site in past.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Viburnum bodnantense",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive  just about.
Faint test line at 9 mins.
Soft leaf spots and stem canker.
Plants on path to Intake by overgrown gate.
Similar symptoms in these plants last year
when lab result was negative. 
Pk confirmed on this site last year.
     Ph","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"LFD test positive.
Test line visible in 3 mins.
Soft fresh leaf spots and stem canker.
Path on E side of Enchaneted Wood.
Plant 34 m from post at beginning of Intake Path to sample
/306  and 24 m from post marking way to viewpoint.
Pk confirmed on site l","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland","Rhododendron",NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"Location Ghyll 1.
One bait.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland",NA,NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"Location Ghyll 2.
One bait.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland",NA,NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",54.35611463,-3.381736534,"SD1030096500","1",NA,NA,NA,NA,"Location Hurst Wood West 1.
One bait.
     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"woodland",NA,NA,"Wider environment",0,1,0,0,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
"Phytophthora ramorum",52.9410238,-2.825805421,"SJ4460038500","1",NA,NA,NA,NA,"V. fareri 'Nanum' G117.  As for Sample 1.     Phytophthora ramorum:","Analysis and identification of pathogens as per Fera Science lab protocols",NA,2007,"Garden","Viburnum",NA,"Wider environment",0,0,0,1,0,NA,"Jane Barbrook","yes","P:\NEC05617_PHYTOTHREATS\Data\UK_occurrence\eDOMERO_Jane_Barbrook\Phytophthora Threats - based on P type  - 060218"
